"","extent","id","lgn.1","lgn.2","lgn.3","lgn.4","lgn.5","lat.1","lat.2","lat.3","lat.4","lat.5"
"2900","Black Wood",409376,-1.22170228870679,-1.22170228870679,-1.2073988820882,-1.2073988820882,-1.22170228870679,51.1791443768781,51.1881321219705,51.1881321219705,51.1791443768781,51.1791443768781
"2901","Black Wood",410418,-1.20739771978907,-1.20739771978907,-1.19309434288714,-1.19309434288714,-1.20739771978907,51.1790483739048,51.1880361191485,51.1880361191485,51.1790483739048,51.1790483739048
"2902","Black Wood",407291,-1.25016583881177,-1.25016583881177,-1.23585959050523,-1.23585959050523,-1.25016583881177,51.188322318622,51.1973100492495,51.1973100492495,51.188322318622,51.188322318622
"2903","Black Wood",408333,-1.23585833262954,-1.23585833262954,-1.2215521129813,-1.2215521129813,-1.23585833262954,51.1882297836632,51.1972175144366,51.1972175144366,51.1882297836632,51.1882297836632
"2904","Black Wood",409374,-1.22139943936482,-1.22139943936482,-1.20709046365153,-1.20709046365153,-1.22139943936482,51.1971266076062,51.2061143243586,51.2061143243586,51.1971266076062,51.1971266076062
"2905","Milton Abbas & Whatcombe",331268,-2.29228241161899,-2.29228241161899,-2.27809398047997,-2.27809398047997,-2.29228241161899,50.8036901122463,50.8126784498202,50.8126784498202,50.8036901122463,50.8036901122463
"2906","Milton Abbas & Whatcombe",333352,-2.26390078518384,-2.26390078518384,-2.24971233353058,-2.24971233353058,-2.26390078518384,50.8037578266014,50.8127461640682,50.8127461640682,50.8037578266014,50.8037578266014
"2907","Milton Abbas & Whatcombe",334394,-2.24970993233846,-2.24970993233846,-2.23552147121242,-2.23552147121242,-2.24970993233846,50.8037890947304,50.8127774321479,50.8127774321479,50.8037890947304,50.8037890947304
"2909","Milton Abbas & Whatcombe",331267,-2.29233857921288,-2.29233857921288,-2.27814742310443,-2.27814742310443,-2.29233857921288,50.8126825292882,50.821670852655,50.821670852655,50.8126825292882,50.8126825292882
"2910","Milton Abbas & Whatcombe",332309,-2.27814505520523,-2.27814505520523,-2.26395388856947,-2.26395388856947,-2.27814505520523,50.8127172605349,50.8217055838468,50.8217055838468,50.8127172605349,50.8127172605349
"2911","Milton Abbas & Whatcombe",333351,-2.2639515038312,-2.2639515038312,-2.24976032719144,-2.24976032719144,-2.2639515038312,50.8127502652048,50.8217385884646,50.8217385884646,50.8127502652048,50.8127502652048
"2912","Milton Abbas & Whatcombe",334393,-2.24975792648595,-2.24975792648595,-2.23556674036552,-2.23556674036552,-2.24975792648595,50.8127815432902,50.8217698665005,50.8217698665005,50.8127815432902,50.8127815432902
"2913","Milton Abbas & Whatcombe",330224,-2.30659099665443,-2.30659099665443,-2.29239712524075,-2.29239712524075,-2.30659099665443,50.821638462907,50.8306267721251,50.8306267721251,50.821638462907,50.821638462907
"2914","Milton Abbas & Whatcombe",331266,-2.29239477556842,-2.29239477556842,-2.27820089309492,-2.27820089309492,-2.29239477556842,50.8216749323322,50.8306632414927,50.8306632414927,50.8216749323322,50.8216749323322
"2916","Milton Abbas & Whatcombe",333350,-2.26400224844989,-2.26400224844989,-2.24980834542798,-2.24980834542798,-2.26400224844989,50.8217426898187,50.8307309988722,50.8307309988722,50.8217426898187,50.8217426898187
"2917","Milton Abbas & Whatcombe",334392,-2.24980594520957,-2.24980594520957,-2.2356120326991,-2.2356120326991,-2.24980594520957,50.8217739778642,50.8307622868683,50.8307622868683,50.8217739778642,50.8217739778642
"2918","Milton Abbas & Whatcombe",331265,-2.29245100070495,-2.29245100070495,-2.27825439046981,-2.27825439046981,-2.29245100070495,50.8306673213794,50.8396556163345,50.8396556163345,50.8306673213794,50.8306673213794
"2920","Milton Abbas & Whatcombe",333349,-2.26405301905735,-2.26405301905735,-2.24985638825671,-2.24985638825671,-2.26405301905735,50.830735100444,50.839723395292,50.839723395292,50.830735100444,50.830735100444
"2921","Milton Abbas & Whatcombe",334391,-2.24985398852583,-2.24985398852583,-2.23565734822874,-2.23565734822874,-2.24985398852583,50.8307663984535,50.839754693252,50.839754693252,50.8307663984535,50.8307663984535
"2944","Dodd",271447,-3.20221727811624,-3.20221727811624,-3.18672706732402,-3.18672706732402,-3.20221727811624,54.6366447186312,54.6456270896051,54.6456270896051,54.6366447186312,54.6366447186312
"2946","Dodd",273531,-3.17123874957427,-3.17123874957427,-3.15574842333727,-3.15574842333727,-3.17123874957427,54.6369483496721,54.6459307201817,54.6459307201817,54.6369483496721,54.6369483496721
"2948","Dodd",272488,-3.18698988039201,-3.18698988039201,-3.17149619442333,-3.17149619442333,-3.18698988039201,54.6457822829805,54.6547646399825,54.6547646399825,54.6457822829805,54.6457822829805
"2949","Dodd",273530,-3.17149712955389,-3.17149712955389,-3.15600338618833,-3.15600338618833,-3.17149712955389,54.645933158071,54.6549155148422,54.6549155148422,54.645933158071,54.645933158071
"2950","Dodd",272487,-3.18725181931099,-3.18725181931099,-3.17175471437658,-3.17175471437658,-3.18725181931099,54.6547670272883,54.6637493705533,54.6637493705533,54.6547670272883,54.6547670272883
"3541","Mitredale",264178,-3.30346135852657,-3.30346135852657,-3.28805638238621,-3.28805638238621,-3.30346135852657,54.4109065166432,54.4198892332213,54.4198892332213,54.4109065166432,54.4109065166432
"3542","Mitredale",265220,-3.28805795760703,-3.28805795760703,-3.272652919484,-3.272652919484,-3.28805795760703,54.4110718162687,54.4200545325934,54.4200545325934,54.4110718162687,54.4110718162687
"3603","Wardour",343748,-2.12255800493753,-2.12255800493753,-2.10830369386702,-2.10830369386702,-2.12255800493753,51.0198093063359,51.0287973026887,51.0287973026887,51.0198093063359,51.0198093063359
"3604","Wardour",344790,-2.1083011912857,-2.1083011912857,-2.09404687588583,-2.09404687588583,-2.1083011912857,51.0198234212863,51.0288114176168,51.0288114176168,51.0198234212863,51.0198234212863
"3605","Wardour",345832,-2.0940443668446,-2.0940443668446,-2.07979004764886,-2.07979004764886,-2.0940443668446,51.019835796893,51.028823793204,51.028823793204,51.019835796893,51.019835796893
"3608","Wardour",345831,-2.09406261381105,-2.09406261381105,-2.07980553580524,-2.07980553580524,-2.09406261381105,51.028827983974,51.037815966098,51.037815966098,51.028827983974,51.028827983974
"3818","Robin & Repton",389396,-1.47470187975437,-1.47470187975437,-1.45986663300723,-1.45986663300723,-1.47470187975437,52.8168767227954,52.8258619021312,52.8258619021312,52.8168767227954,52.8168767227954
"3819","Robin & Repton",390438,-1.45986484839813,-1.45986484839813,-1.4450296243197,-1.4450296243197,-1.45986484839813,52.8168101676157,52.8257953470551,52.8257953470551,52.8168101676157,52.8168101676157
"3821","Robin & Repton",389395,-1.47459352759795,-1.47459352759795,-1.45975521835248,-1.45975521835248,-1.47459352759795,52.8258657813606,52.8348509467062,52.8348509467062,52.8258657813606,52.8258657813606
"3822","Robin & Repton",390437,-1.45975343465874,-1.45975343465874,-1.44491514810143,-1.44491514810143,-1.45975343465874,52.8257992046239,52.8347843700731,52.8347843700731,52.8257992046239,52.8257992046239
"3884","Ennerdale",268339,-3.24375175344335,-3.24375175344335,-3.22832290390407,-3.22832290390407,-3.24375175344335,54.4744500130609,54.4834326322701,54.4834326322701,54.4744500130609,54.4744500130609
"3953","Ampfield Windmills",395848,-1.40973187994351,-1.40973187994351,-1.39547800590573,-1.39547800590573,-1.40973187994351,51.018384394982,51.027372393583,51.027372393583,51.018384394982,51.018384394982
"3954","Horrocks Hill",320537,-2.46234171944858,-2.46234171944858,-2.44723370828695,-2.44723370828695,-2.46234171944858,53.5991734297,53.6081573956991,53.6081573956991,53.5991734297,53.5991734297
"3996","St Helens and Halton",307018,-2.65501593943908,-2.65501593943908,-2.63999423530197,-2.63999423530197,-2.65501593943908,53.3555809798608,53.3645653227388,53.3645653227388,53.3555809798608,53.3555809798608
"4007","St Helens and Halton",301801,-2.73120827852172,-2.73120827852172,-2.71616455788979,-2.71616455788979,-2.73120827852172,53.4180598580974,53.4270441042277,53.4270441042277,53.4180598580974,53.4180598580974
"4023","South Downs",512579,0.174874897737428,0.174874897737428,0.189049143283297,0.189049143283297,0.174874897737428,50.7568028431137,50.7657912547775,50.7657912547775,50.7568028431137,50.7568028431137
"4024","South Downs",513621,0.189041356673311,0.189041356673311,0.203215522114328,0.203215522114328,0.189041356673311,50.7565377180665,50.7655261301493,50.7655261301493,50.7565377180665,50.7565377180665
"4025","South Downs",510494,0.146952641659105,0.146952641659105,0.161129761773997,0.161129761773997,0.146952641659105,50.766314223199,50.7753026198315,50.7753026198315,50.766314223199,50.766314223199
"4026","South Downs",511536,0.161122234804162,0.161122234804162,0.175299275785336,0.175299275785336,0.161122234804162,50.7660524544751,50.7750408515212,50.7750408515212,50.7660524544751,50.7660524544751
"4027","South Downs",512578,0.175291616254826,0.175291616254826,0.189468577583404,0.189468577583404,0.175291616254826,50.7657889653871,50.7747773628496,50.7747773628496,50.7657889653871,50.7657889653871
"4028","South Downs",513620,0.189460784628615,0.189460784628615,0.203637665785759,0.203637665785759,0.189460784628615,50.765523755996,50.7745121538776,50.7745121538776,50.765523755996,50.765523755996
"4029","South Downs",514662,0.20362973854318,0.20362973854318,0.217806539010096,0.217806539010096,0.20362973854318,50.7652568263634,50.7742452246668,50.7742452246668,50.7652568263634,50.7652568263634
"4030","South Downs",510493,0.147364151185304,0.147364151185304,0.161543988602954,0.161543988602954,0.147364151185304,50.775300496167,50.7842888785988,50.7842888785988,50.775300496167,50.775300496167
"4031","South Downs",511535,0.16153645543528,0.16153645543528,0.175716213653429,0.175716213653429,0.16153645543528,50.7750386441598,50.7840270270053,50.7840270270053,50.7750386441598,50.7750386441598
"4032","South Downs",512577,0.175708547848991,0.175708547848991,0.189888226348329,0.189888226348329,0.175708547848991,50.7747750712422,50.7837634545042,50.7837634545042,50.7747750712422,50.7747750712422
"4033","South Downs",513619,0.189880427043036,0.189880427043036,0.204060025304295,0.204060025304295,0.189880427043036,50.7745097774751,50.7834981611564,50.7834981611564,50.7745097774751,50.7745097774751
"4034","South Downs",514661,0.20405209163414,0.20405209163414,0.218231609138095,0.218231609138095,0.20405209163414,50.7742427629201,50.7832311470233,50.7832311470233,50.7742427629201,50.7742427629201
"4035","South Downs",510492,0.147775871164126,0.147775871164126,0.161958427273641,0.161958427273641,0.147775871164126,50.7842867527796,50.7932751210115,50.7932751210115,50.7842867527796,50.7842867527796
"4036","South Downs",511534,0.161950887902556,0.161950887902556,0.176133364746722,0.176133364746722,0.161950887902556,50.7840248174575,50.7930131861032,50.7930131861032,50.7840248174575,50.7840248174575
"4037","South Downs",512576,0.176125692662719,0.176125692662719,0.190308089721797,0.190308089721797,0.176125692662719,50.7837611606782,50.7927495297406,50.7927495297406,50.7837611606782,50.7837611606782
"4038","South Downs",513618,0.190300284060291,0.190300284060291,0.204482600814581,0.204482600814581,0.190300284060291,50.783495782503,50.7924841519847,50.7924841519847,50.783495782503,50.783495782503
"4039","South Downs",514660,0.204474660711073,0.204474660711073,0.21865689664092,0.21865689664092,0.204474660711073,50.7832286829933,50.792217052897,50.792217052897,50.7832286829933,50.7832286829933
"4040","South Downs",511533,0.162365532347991,0.162365532347991,0.176550729208149,0.176550729208149,0.162365532347991,50.7930109743672,50.801999328814,50.801999328814,50.7930109743672,50.7930109743672
"4041","South Downs",512575,0.176543050838935,0.176543050838935,0.190728167847663,0.190728167847663,0.176543050838935,50.7927472336944,50.8017355885579,50.8017355885579,50.7927472336944,50.7927472336944
"4042","South Downs",513617,0.190720355824229,0.190720355824229,0.204905392461398,0.204905392461398,0.190720355824229,50.7924817710788,50.8014701263617,50.8014701263617,50.7924817710788,50.7924817710788
"4173","North Reservoir",320361,-2.48048227011534,-2.48048227011534,-2.46478162539951,-2.46478162539951,-2.48048227011534,55.1808435536875,55.1898250949937,55.1898250949937,55.1808435536875,55.1808435536875
"4244","Chilterns",428096,-0.95691474853742,-0.95691474853742,-0.942510849445024,-0.942510849445024,-0.95691474853742,51.5007971382084,51.5097843769018,51.5097843769018,51.5007971382084,51.5007971382084
"4349","Chilterns",443695,-0.73312708417263,-0.73312708417263,-0.718635279847761,-0.718635279847761,-0.73312708417263,51.777338202649,51.7863250068849,51.7863250068849,51.777338202649,51.777338202649
"4355","Chilterns",444736,-0.718381752140827,-0.718381752140827,-0.703887117116573,-0.703887117116573,-0.718381752140827,51.7861699545147,51.79515674489,51.79515674489,51.7861699545147,51.7861699545147
"4356","Chilterns",445778,-0.703888320396372,-0.703888320396372,-0.689393736303084,-0.689393736303084,-0.703888320396372,51.7860110905046,51.7949978811292,51.7949978811292,51.7860110905046,51.7860110905046
"4537","Chawton Park & Bushey Leaze",425011,-1.00810684903487,-1.00810684903487,-0.993817840535957,-0.993817840535957,-1.00810684903487,51.1325674885852,51.1415553070987,51.1415553070987,51.1325674885852,51.1325674885852
"4538","Chawton Park & Bushey Leaze",425010,-1.00791422710536,-1.00791422710536,-0.993622442356645,-0.993622442356645,-1.00791422710536,51.141558164791,51.1505459691303,51.1505459691303,51.141558164791,51.141558164791
"4539","Chawton Park & Bushey Leaze",426052,-0.993622112493769,-0.993622112493769,-0.979330365450626,-0.979330365450626,-0.993622112493769,51.1414360892313,51.1504238937631,51.1504238937631,51.1414360892313,51.1414360892313
"4562","Hurn Sopley and Ramsdown",365659,-1.82414765705171,-1.82414765705171,-1.80997275914074,-1.80997275914074,-1.82414765705171,50.758961842998,50.7679502512497,50.7679502512497,50.758961842998,50.758961842998
"4563","Hurn Sopley and Ramsdown",366701,-1.809970293216,-1.809970293216,-1.79579540201497,-1.79579540201497,-1.809970293216,50.7589396378132,50.7679280461001,50.7679280461001,50.7589396378132,50.7589396378132
"4612","Whinlatter",267285,-3.2625026071213,-3.2625026071213,-3.24703309757214,-3.24703309757214,-3.2625026071213,54.5821063913216,54.5910888457171,54.5910888457171,54.5821063913216,54.5821063913216
"4613","Whinlatter",268327,-3.24703445504558,-3.24703445504558,-3.23156488471138,-3.23156488471138,-3.24703445504558,54.5822668006424,54.5912492547924,54.5912492547924,54.5822668006424,54.5822668006424
"4614","Whinlatter",266242,-3.278251950507,-3.278251950507,-3.26277909702739,-3.26277909702739,-3.278251950507,54.590928537976,54.5999109788738,54.5999109788738,54.590928537976,54.590928537976
"4615","Whinlatter",267284,-3.26278054933004,-3.26278054933004,-3.24730763426271,-3.24730763426271,-3.26278054933004,54.5910909772817,54.600073417931,54.600073417931,54.5910909772817,54.5910909772817
"4616","Whinlatter",268326,-3.24730899478461,-3.24730899478461,-3.23183601887851,-3.23183601887851,-3.24730899478461,54.591251439555,54.6002338799588,54.6002338799588,54.591251439555,54.591251439555
"4617","Whinlatter",269368,-3.23183728874678,-3.23183728874678,-3.21636425275094,-3.21636425275094,-3.23183728874678,54.5914099247531,54.6003923649144,54.6003923649144,54.5914099247531,54.5914099247531
"4618","Whinlatter",270410,-3.21636543309274,-3.21636543309274,-3.2008923377562,-3.2008923377562,-3.21636543309274,54.5915664328336,54.6005488727555,54.6005488727555,54.5915664328336,54.5915664328336
"4619","Whinlatter",266241,-3.27853345031524,-3.27853345031524,-3.26305718949273,-3.26305718949273,-3.27853345031524,54.5999130559214,54.6088954830744,54.6088954830744,54.5999130559214,54.5999130559214
"4620","Whinlatter",267283,-3.26305864490738,-3.26305864490738,-3.24758232244271,-3.24758232244271,-3.26305864490738,54.6000755488552,54.6090579757597,54.6090579757597,54.6000755488552,54.6000755488552
"4621","Whinlatter",268325,-3.24758368601615,-3.24758368601615,-3.23210730265896,-3.23210730265896,-3.24758368601615,54.6002360641043,54.6092184907632,54.6092184907632,54.6002360641043,54.6002360641043
"4622","Whinlatter",269367,-3.23210857551905,-3.23210857551905,-3.216632132019,-3.216632132019,-3.23210857551905,54.6003946016258,54.6093770280422,54.6093770280422,54.6003946016258,54.6003946016258
"4623","Whinlatter",270409,-3.21663331529366,-3.21663331529366,-3.20115681240047,-3.20115681240047,-3.21663331529366,54.6005511613774,54.6095335875543,54.6095335875543,54.6005511613774,54.6005511613774
"4624","Whinlatter",271451,-3.2011579072177,-3.2011579072177,-3.18568134568111,-3.18568134568111,-3.2011579072177,54.6007057433173,54.6096881692578,54.6096881692578,54.6007057433173,54.6007057433173
"4625","Whinlatter",266240,-3.27881510548432,-3.27881510548432,-3.26333543543842,-3.26333543543842,-3.27881510548432,54.6088975594574,54.6178799728671,54.6178799728671,54.6088975594574,54.6088975594574
"4626","Whinlatter",267282,-3.26333689396819,-3.26333689396819,-3.24785716222563,-3.24785716222563,-3.26333689396819,54.6090601060429,54.6180425192039,54.6180425192039,54.6090601060429,54.6090601060429
"4627","Whinlatter",268324,-3.24785852885369,-3.24785852885369,-3.23237873616478,-3.23237873616478,-3.24785852885369,54.609220674291,54.6182030872064,54.6182030872064,54.609220674291,54.609220674291
"4628","Whinlatter",269366,-3.23238001201971,-3.23238001201971,-3.21690015913479,-3.21690015913479,-3.23238001201971,54.6093792641589,54.6183616768318,54.6183616768318,54.6093792641589,54.6093792641589
"4629","Whinlatter",270408,-3.21690134534526,-3.21690134534526,-3.20142143301469,-3.20142143301469,-3.21690134534526,54.6095358756043,54.6185182880376,54.6185182880376,54.6095358756043,54.6095358756043
"4630","Whinlatter",271450,-3.20142253070945,-3.20142253070945,-3.18594255968365,-3.18594255968365,-3.20142253070945,54.6096905085854,54.6186729207822,54.6186729207822,54.6096905085854,54.6096905085854
"4631","Whinlatter",266239,-3.27909691613066,-3.27909691613066,-3.26361383497943,-3.26361383497943,-3.27909691613066,54.6178820485849,54.6268644482525,54.6268644482525,54.6178820485849,54.6178820485849
"4632","Whinlatter",267281,-3.26361529662747,-3.26361529662747,-3.24813215372506,-3.24813215372506,-3.26361529662747,54.6180446488455,54.6270270482645,54.6270270482645,54.6180446488455,54.6180446488455
"4633","Whinlatter",268323,-3.24813352341081,-3.24813352341081,-3.23265031950817,-3.23265031950817,-3.24813352341081,54.618205270116,54.6271876692892,54.6271876692892,54.618205270116,54.618205270116
"4634","Whinlatter",269365,-3.23265159836096,-3.23265159836096,-3.21716833420908,-3.21716833420908,-3.23265159836096,54.6183639123533,54.627346311284,54.627346311284,54.6183639123533,54.6183639123533
"4635","Whinlatter",270407,-3.21716952335833,-3.21716952335833,-3.20168619970826,-3.20168619970826,-3.21716952335833,54.6185205755152,54.6275029742063,54.6275029742063,54.6185205755152,54.6185205755152
"4636","Whinlatter",266238,-3.27937888237075,-3.27937888237075,-3.2638923882309,-3.2638923882309,-3.27937888237075,54.6268665233045,54.6358489092314,54.6358489092314,54.6268665233045,54.6268665233045
"4637","Whinlatter",267280,-3.26389385300036,-3.26389385300036,-3.24840729705471,-3.24840729705471,-3.26389385300036,54.6270291772639,54.6360115629421,54.6360115629421,54.6270291772639,54.6270291772639
"4638","Whinlatter",268322,-3.24840866980124,-3.24840866980124,-3.23292205280142,-3.23292205280142,-3.24840866980124,54.62718985158,54.6361722370125,54.6361722370125,54.62718985158,54.62718985158
"4639","Whinlatter",269364,-3.23292333465511,-3.23292333465511,-3.21743665735278,-3.21743665735278,-3.23292333465511,54.6273485462098,54.6363309313996,54.6363309313996,54.6273485462098,54.6273485462098
"5023","Wythop",268322,-3.24840866980124,-3.24840866980124,-3.23292205280142,-3.23292205280142,-3.24840866980124,54.62718985158,54.6361722370125,54.6361722370125,54.62718985158,54.62718985158
"5024","Wythop",269364,-3.23292333465511,-3.23292333465511,-3.21743665735278,-3.21743665735278,-3.23292333465511,54.6273485462098,54.6363309313996,54.6363309313996,54.6273485462098,54.6273485462098
"5025","Wythop",270406,-3.21743784944377,-3.21743784944377,-3.20195111259064,-3.20195111259064,-3.21743784944377,54.6275052611109,54.636487646061,54.636487646061,54.6275052611109,54.6275052611109
"5026","Wythop",268321,-3.2486839681388,-3.2486839681388,-3.23319393615696,-3.23319393615696,-3.2486839681388,54.6361744186839,54.6451567903769,54.6451567903769,54.6361744186839,54.6361744186839
"5027","Wythop",269363,-3.23319522101456,-3.23319522101456,-3.21770512867689,-3.21770512867689,-3.23319522101456,54.6363331657291,54.6453155371794,54.6453155371794,54.6363331657291,54.6363331657291
"5028","Wythop",270405,-3.2177063237126,-3.2177063237126,-3.20221617177145,-3.20221617177145,-3.2177063237126,54.6364899323922,54.6454723036028,54.6454723036028,54.6364899323922,54.6364899323922
"5029","Wythop",269362,-3.23346725755187,-3.23346725755187,-3.21797374829253,-3.21797374829253,-3.23346725755187,54.6453177709122,54.6543001286243,54.6543001286243,54.6453177709122,54.6453177709122
"5031","Wythop",268319,-3.24923502111119,-3.24923502111119,-3.23373815350513,-3.23373815350513,-3.24923502111119,54.6541435098144,54.6631258540326,54.6631258540326,54.6541435098144,54.6541435098144
"5032","Wythop",269361,-3.23373944437967,-3.23373944437967,-3.21824251631093,-3.21824251631093,-3.23373944437967,54.6543023617597,54.6632847057351,54.6632847057351,54.6543023617597,54.6543023617597
"5033","Wythop",268318,-3.24951077597427,-3.24951077597427,-3.23401048772316,-3.23401048772316,-3.24951077597427,54.6631280338426,54.6721103643255,54.6721103643255,54.6631280338426,54.6631280338426
"5034","Wythop",269360,-3.23401178161073,-3.23401178161073,-3.21851143284345,-3.21851143284345,-3.23401178161073,54.6632869382726,54.6722692685126,54.6722692685126,54.6632869382726,54.6632869382726
"5064","Home Hut Lords Rownhams",393772,-1.4391103209691,-1.4391103209691,-1.42487842070399,-1.42487842070399,-1.4391103209691,50.9465902147539,50.9555783266561,50.9555783266561,50.9465902147539,50.9465902147539
"5065","Home Hut Lords Rownhams",394814,-1.42487659805217,-1.42487659805217,-1.41064471892117,-1.41064471892117,-1.42487659805217,50.9465210216886,50.9555091337001,50.9555091337001,50.9465210216886,50.9465210216886
"5066","Home Hut Lords Rownhams",395856,-1.41064293204959,-1.41064293204959,-1.39641107458241,-1.39641107458241,-1.41064293204959,50.9464500940288,50.9554382061523,50.9554382061523,50.9464500940288,50.9464500940288
"5070","Home Hut Lords Rownhams",395855,-1.41052925508027,-1.41052925508027,-1.39629465048507,-1.39629465048507,-1.41052925508027,50.955441931061,50.9644300289912,50.9644300289912,50.955441931061,50.955441931061
"5083","Brighstone Shalcombe Down",395888,-1.41425001340963,-1.41425001340963,-1.40010532495921,-1.40010532495921,-1.41425001340963,50.6587038487869,50.6676924155335,50.6676924155335,50.6587038487869,50.6587038487869
"5084","Brighstone Shalcombe Down",396930,-1.40010354733124,-1.40010354733124,-1.38595888049135,-1.38595888049135,-1.40010354733124,50.6586319231287,50.6676204899891,50.6676204899891,50.6586319231287,50.6586319231287
"5085","Brighstone Shalcombe Down",397972,-1.38595713971533,-1.38595713971533,-1.37181249500178,-1.37181249500178,-1.38595713971533,50.6585582804894,50.6675468474662,50.6675468474662,50.6585582804894,50.6585582804894
"5086","Brighstone Shalcombe Down",399014,-1.37181079194067,-1.37181079194067,-1.35766616986921,-1.35766616986921,-1.37181079194067,50.6584829208861,50.6674714879821,50.6674714879821,50.6584829208861,50.6584829208861
"5088","Brighstone Shalcombe Down",395887,-1.41413818346775,-1.41413818346775,-1.39999079252717,-1.39999079252717,-1.41413818346775,50.6676961380898,50.6766846906168,50.6766846906168,50.6676961380898,50.6676961380898
"5089","Brighstone Shalcombe Down",396929,-1.39998901574377,-1.39998901574377,-1.38584164643168,-1.38584164643168,-1.39998901574377,50.6676241895494,50.6766127421901,50.6766127421901,50.6676241895494,50.6676241895494
"5090","Brighstone Shalcombe Down",397971,-1.38583990652138,-1.38583990652138,-1.37169255935399,-1.37169255935399,-1.38583990652138,50.6675505234817,50.6765390762389,50.6765390762389,50.6675505234817,50.6675505234817
"5091","Brighstone Shalcombe Down",399013,-1.37169085718024,-1.37169085718024,-1.35754353267376,-1.35754353267376,-1.37169085718024,50.6674751399039,50.6764636927803,50.6764636927803,50.6674751399039,50.6674751399039
"5163","Wareham Main Block",342742,-2.13586901398689,-2.13586901398689,-2.12171308788009,-2.12171308788009,-2.13586901398689,50.6960659112083,50.7050544188789,50.7050544188789,50.6960659112083,50.6960659112083
"5164","Wareham Main Block",343784,-2.12171057718286,-2.12171057718286,-2.10755464635678,-2.10755464635678,-2.12171057718286,50.696081584783,50.7050700924288,50.7050700924288,50.696081584783,50.696081584783
"5167","Wareham Main Block",343783,-2.12173390660253,-2.12173390660253,-2.10757526740632,-2.10757526740632,-2.12173390660253,50.7050742658193,50.7140627592482,50.7140627592482,50.7050742658193,50.7050742658193
"5233","Affpuddle & Moreton Plantation",333364,-2.26329418085026,-2.26329418085026,-2.24913832051459,-2.24913832051459,-2.26329418085026,50.6958474718391,50.7048359798551,50.7048359798551,50.6958474718391,50.6958474718391
"5643","Selhurst & Eartham",450047,-0.672396835086443,-0.672396835086443,-0.658186013411927,-0.658186013411927,-0.672396835086443,50.8774424083455,50.8864306294222,50.8864306294222,50.8774424083455,50.8774424083455
"5644","Selhurst & Eartham",451089,-0.658187361321224,-0.658187361321224,-0.643976589073355,-0.643976589073355,-0.658187361321224,50.8772799435724,50.8862681649057,50.8862681649057,50.8772799435724,50.8772799435724
"5645","Selhurst & Eartham",452131,-0.643978019844244,-0.643978019844244,-0.629767297548648,-0.629767297548648,-0.643978019844244,50.8771157495348,50.8861039711274,50.8861039711274,50.8771157495348,50.8771157495348
"5646","Selhurst & Eartham",450046,-0.672141345761529,-0.672141345761529,-0.657927788342969,-0.657927788342969,-0.672141345761529,50.8864324121418,50.8954206190219,50.8954206190219,50.8864324121418,50.8864324121418
"5647","Selhurst & Eartham",451088,-0.657929138909743,-0.657929138909743,-0.643715630958999,-0.643715630958999,-0.657929138909743,50.8862698956157,50.8952581027524,50.8952581027524,50.8862698956157,50.8862698956157
"5648","Selhurst & Eartham",452130,-0.64371706443519,-0.64371706443519,-0.629503606478326,-0.629503606478326,-0.64371706443519,50.8861056492745,50.8950938566706,50.8950938566706,50.8861056492745,50.8861056492745
"5649","Selhurst & Eartham",445877,-0.728746787456638,-0.728746787456638,-0.714530300121126,-0.714530300121126,-0.728746787456638,50.8960553698593,50.9050435615441,50.9050435615441,50.8960553698593,50.8960553698593
"5650","Selhurst & Eartham",446919,-0.714531330262852,-0.714531330262852,-0.700314890330093,-0.700314890330093,-0.714531330262852,50.8958997233979,50.9048879153284,50.9048879153284,50.8958997233979,50.8958997233979
"5651","Selhurst & Eartham",447961,-0.700315999931314,-0.700315999931314,-0.686099607927913,-0.686099607927913,-0.700315999931314,50.8957423464217,50.9047305386008,50.9047305386008,50.8957423464217,50.8957423464217
"5652","Selhurst & Eartham",449003,-0.686100797863159,-0.686100797863159,-0.671884454315698,-0.671884454315698,-0.686100797863159,50.8955832389674,50.9045714313977,50.9045714313977,50.8955832389674,50.8955832389674
"5653","Selhurst & Eartham",450045,-0.671885725459443,-0.671885725459443,-0.657669430894476,-0.657669430894476,-0.671885725459443,50.895422401072,50.9044105937563,50.9044105937563,50.895422401072,50.895422401072
"5654","Selhurst & Eartham",451087,-0.657670784121139,-0.657670784121139,-0.643454539065197,-0.643454539065197,-0.657670784121139,50.895259832773,50.904248025714,50.904248025714,50.895259832773,50.895259832773
"5655","Selhurst & Eartham",452129,-0.643455975249142,-0.643455975249142,-0.629239780228726,-0.629239780228726,-0.643455975249142,50.8950955341082,50.9040837273086,50.9040837273086,50.8950955341082,50.8950955341082
"5656","Selhurst & Eartham",446918,-0.714283787083222,-0.714283787083222,-0.700064608479637,-0.700064608479637,-0.714283787083222,50.9048898495349,50.9138780272703,50.9138780272703,50.9048898495349,50.9048898495349
"5657","Selhurst & Eartham",447960,-0.700065720602451,-0.700065720602451,-0.685846589968157,-0.685846589968157,-0.700065720602451,50.9047324224188,50.9137206004028,50.9137206004028,50.9047324224188,50.9047324224188
"5658","Selhurst & Eartham",449002,-0.685847782471395,-0.685847782471395,-0.671628700333411,-0.671628700333411,-0.685847782471395,50.9045732642736,50.9135614425089,50.9135614425089,50.9045732642736,50.9045732642736
