"","extent","id","area","x","y","lgn.1","lgn.2","lgn.3","lgn.4","lgn.5","lat.1","lat.2","lat.3","lat.4","lat.5","JulesMean","JulesSD","BioMean","BioSD","VisitsMean","VisitsSD"
"46","Blackdown Hills",265605,62171.1618946716,-3.19007410351064,50.95086211374,-3.19007410351064,-3.19007410351064,-3.1758408982884,-3.1758408982884,-3.19007410351064,50.95086211374,50.9598502188991,50.9598502188991,50.95086211374,50.95086211374,15.583292536936,1.33951297324057,39.8824769776664,0.921130908961869,45,2.45555816634663
"47","Blackdown Hills",266647,255516.578428897,-3.17584138220187,50.9510063193534,-3.17584138220187,-3.17584138220187,-3.16160813292289,-3.16160813292289,-3.17584138220187,50.9510063193534,50.9599944242849,50.9599944242849,50.9510063193534,50.9510063193534,15.7339136149628,1.45827774668601,42.7462142167199,1.0660520086713,17,3.72281312818642
"48","Blackdown Hills",267689,223149.856811183,-3.16160854445474,50.9511487908708,-3.16160854445474,-3.16160854445474,-3.14737525164846,-3.14737525164846,-3.16160854445474,50.9511487908708,50.9601368955775,50.9601368955775,50.9511487908708,50.9511487908708,14.7025619550569,1.29600395806313,37.8158383073325,0.933621410395611,24,2.66914943177136
"49","Blackdown Hills",272899,134677.078706851,-3.09044265840775,50.9518351358688,-3.09044265840775,-3.09044265840775,-3.07620915590723,-3.07620915590723,-3.09044265840775,50.9518351358688,50.960823239492,50.960823239492,50.9518351358688,50.9518351358688,15.1435082464369,1.29824561725487,36.5494260238511,1.0144774914529,36,3.4832674304673
"50","Blackdown Hills",273941,289733.15205676,-3.07620915158983,50.9519672021263,-3.07620915158983,-3.07620915158983,-3.06197560873907,-3.06197560873907,-3.07620915158983,50.9519672021263,50.9609553055411,50.9609553055411,50.9519672021263,50.9519672021263,10.3809624965823,2.42161747823375,41.2100099622111,1.08685349376578,42,2.64286955995731
"51","Blackdown Hills",247890,259175.804186183,-3.43228756656437,50.9571348331439,-3.43228756656437,-3.43228756656437,-3.41805244460643,-3.41805244460643,-3.43228756656437,50.9571348331439,50.966122928402,50.966122928402,50.9571348331439,50.9571348331439,16.1838257839381,1.25245958849039,39.2375149977946,1.05273229866589,28,3.01499769032882
"52","Blackdown Hills",248932,102840.062911579,-3.41805429623735,50.9573085682623,-3.41805429623735,-3.41805429623735,-3.4038191211819,-3.4038191211819,-3.41805429623735,50.9573085682623,50.9662966632462,50.9662966632462,50.9573085682623,50.9573085682623,14.7671670886376,1.28390219238213,36.6973969145737,0.852534365581167,22,3.51609930588459
"53","Blackdown Hills",272898,170515.033553449,-3.09065316382408,50.9608258092012,-3.09065316382408,-3.09065316382408,-3.07641691370409,-3.07641691370409,-3.09065316382408,50.9608258092012,50.9698138986335,50.9698138986335,50.9608258092012,50.9608258092012,9.67740189170883,2.44983846856664,37.5793427301434,1.08196319247134,75,3.62940416966321
"54","Blackdown Hills",273940,581300.417615357,-3.07641691125828,50.9609579175527,-3.07641691125828,-3.07641691125828,-3.0621806207544,-3.0621806207544,-3.07641691125828,50.9609579175527,50.9699460067765,50.9699460067765,50.9609579175527,50.9609579175527,10.7619777400903,2.03614055967893,36.6977091637736,1.07560121748473,44,3.01758832273038
"55","Blackdown Hills",274982,156672.230532046,-3.06218055203601,50.9610882910315,-3.06218055203601,-3.06218055203601,-3.04794422167829,-3.04794422167829,-3.06218055203601,50.9610882910315,50.9700763800495,50.9700763800495,50.9610882910315,50.9610882910315,10.694534364791,1.98229616317751,41.3158124989472,1.02975487763383,78,2.78495085109725
"56","Blackdown Hills",276024,75479.2580688347,-3.04794408756619,50.9612169296071,-3.04794408756619,-3.04794408756619,-3.03370771788466,-3.03370771788466,-3.04794408756619,50.9612169296071,50.9702050184221,50.9702050184221,50.9612169296071,50.9612169296071,11.0297747627621,1.81563783041772,36.9847696944389,1.02825834048831,20,2.67330980670177
